,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,AGE,BUILD_YEAR,SALES_PRICE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Other
3688,6,1660,1,1,4,4,1,1,1,5,30,1979,18681200,1,0,0
3689,3,835,1,1,3,1,1,4,3,5,22,1990,9220450,0,0,1
3690,6,1883,2,1,5,5,0,3,1,6,15,1995,13316650,0,1,0
3691,2,1109,1,1,3,2,1,1,2,6,36,1975,10039740,0,1,0
3692,2,995,1,1,3,3,1,4,1,3,34,1977,8055010,0,0,1
3693,4,1747,2,1,4,5,1,3,2,6,33,1979,12038110,0,0,1
3694,6,1529,1,1,4,3,1,4,3,4,35,1972,11985700,0,1,0
3695,1,1034,1,1,3,2,1,2,2,6,37,1972,8345500,0,0,1
3696,5,1302,1,1,3,1,0,3,2,5,26,1984,11286720,1,0,0
3697,1,654,1,1,2,3,1,2,2,2,6,2004,6754500,1,0,0
3698,3,1020,1,1,3,5,1,4,3,4,26,1982,13245700,1,0,0
3699,1,506,1,1,2,3,0,3,1,6,27,1983,6519250,1,0,0
3700,7,1955,2,1,5,1,1,4,3,5,43,1971,13986310,0,1,0
3701,1,1653,2,2,4,1,0,2,2,5,25,1984,12268750,1,0,0
3702,4,1820,3,2,5,1,1,3,2,6,32,1977,11050340,0,1,0
3703,4,1508,2,1,4,2,1,2,1,2,9,1996,12035430,1,0,0
3704,1,1292,1,1,3,3,0,4,2,2,17,1993,8974750,1,0,0
3705,6,1922,2,1,5,4,0,1,3,5,24,1985,21208080,1,0,0
3706,1,584,1,1,2,5,0,3,1,2,11,2000,3928250,0,0,1
3707,6,1839,2,1,5,5,1,3,3,4,14,1999,13903480,0,1,0
3708,4,1879,3,2,5,4,0,4,1,6,32,1973,9900740,0,1,0
3709,1,1199,1,1,3,2,0,3,1,6,32,1979,7329125,0,0,1
3710,3,1181,1,1,3,4,1,3,3,6,11,1998,11060050,0,1,0
3711,3,1068,1,1,3,4,0,2,1,6,12,2003,9087160,0,0,1
3712,4,1686,2,1,4,3,1,2,3,6,26,1984,12026070,0,0,1
3713,5,2242,4,2,6,5,1,4,3,4,11,1998,13547460,0,0,1
3714,3,1259,2,1,4,3,0,1,3,5,16,1993,9574950,0,1,0
3715,7,1843,2,1,5,5,1,1,1,4,29,1979,13613320,0,0,1
3716,7,1924,2,1,5,2,1,3,2,4,19,1989,14480950,0,0,1
3717,3,1144,1,1,3,4,0,1,3,4,31,1979,12649650,1,0,0
3718,1,542,1,1,2,4,1,3,2,5,26,1984,7689500,1,0,0
3719,6,1515,1,1,4,4,0,4,1,6,39,1972,10864880,0,1,0
3720,2,630,1,1,2,1,0,1,3,5,16,1995,9683840,1,0,0
3721,4,1671,2,1,4,4,0,4,3,6,18,1986,10676510,0,1,0
3722,1,1047,1,1,3,2,0,2,3,3,18,1992,6066000,0,1,0
3723,6,1595,1,1,4,2,1,2,1,4,30,1983,17471500,1,0,0
3724,2,1299,2,2,4,4,0,1,1,2,11,1997,8087365,0,0,1
3725,6,1626,1,1,4,2,1,1,3,4,38,1970,12837890,0,0,1
3726,1,801,1,1,2,3,0,4,3,2,17,1993,5038250,0,1,0
3727,3,1089,1,1,3,1,1,3,2,4,4,2005,13099400,1,0,0
3728,6,1955,2,1,5,2,0,1,1,4,11,2001,11575870,0,1,0
3729,5,1708,2,1,4,3,0,3,2,4,17,1993,13502140,1,0,0
3730,7,1697,1,1,4,4,1,2,2,5,10,1996,14121610,0,0,1
3731,7,1975,2,1,5,3,0,2,2,4,12,1995,12643190,0,1,0
3732,4,1966,3,2,5,2,1,4,2,6,49,1959,11333130,0,1,0
3733,6,1791,1,1,4,5,0,4,2,5,15,1994,14020280,0,0,1
3734,4,1890,3,2,5,2,1,3,2,3,7,1999,15850840,1,0,0
3735,1,967,1,1,3,3,0,1,2,1,29,1981,3891250,0,1,0
3736,6,1711,1,1,4,2,0,3,3,6,13,2001,14106990,0,0,1
3737,5,1583,2,1,4,5,0,2,3,6,25,1986,10848760,0,0,1
3738,2,1274,2,2,4,3,1,2,2,5,22,1989,10736530,0,1,0
3739,1,1356,2,2,4,2,0,4,3,3,45,1966,6683750,0,1,0
3740,3,1144,1,1,3,5,1,2,1,5,36,1975,8969400,0,1,0
3741,3,1129,1,1,3,2,0,1,1,6,16,1995,9117330,0,0,1
3742,2,695,1,1,2,3,1,1,1,3,11,1996,9132865,1,0,0
3743,3,867,1,1,3,3,1,4,1,5,15,1995,8325850,0,1,0
3744,5,1501,2,1,4,3,0,4,3,5,26,1982,9155320,0,1,0
3745,4,1896,3,2,5,1,1,1,1,6,15,1996,11606300,0,0,1
3746,1,1449,2,2,4,2,0,3,1,2,18,1993,5464000,0,1,0
3747,6,1700,1,1,4,3,0,2,1,4,5,2002,11926600,0,0,1
3748,4,1829,3,2,5,1,0,4,1,4,15,1989,8669050,0,1,0
3749,3,1178,1,1,3,3,1,3,2,5,34,1980,10285360,0,0,1
3750,5,1460,2,1,4,2,0,4,2,6,16,1993,9213320,0,1,0
3751,6,1807,2,1,5,1,1,2,2,6,37,1973,13308490,0,1,0
3752,2,1103,1,1,3,1,1,1,3,3,24,1988,13089560,1,0,0
3753,3,992,1,1,3,4,0,3,3,5,21,1988,8611350,0,1,0
3754,2,1268,2,2,4,4,0,4,2,5,14,1996,9952510,0,1,0
3755,6,1890,2,1,5,3,0,2,1,4,17,1995,11505040,0,1,0
3756,1,670,1,1,2,2,0,3,3,3,16,1995,5136000,0,1,0
3757,1,1236,1,1,3,1,1,2,3,3,16,1996,7416000,0,1,0
3758,1,1256,1,1,3,3,0,3,2,3,28,1982,6081000,0,1,0
3759,3,1071,1,1,3,2,1,1,3,6,16,1992,14402200,1,0,0
3760,3,1217,2,1,4,3,1,1,3,6,10,2004,11863790,0,0,1
3761,1,1488,2,2,4,3,1,1,3,1,14,1995,6997500,0,1,0
3762,5,2162,3,2,5,1,1,2,2,5,29,1981,17248780,1,0,0
3763,4,1623,2,1,4,5,1,1,3,1,21,1987,13518220,1,0,0
3764,6,1585,1,1,4,3,0,1,2,6,44,1969,17934280,1,0,0
3765,5,2237,4,2,6,4,0,4,3,6,24,1987,12183080,0,1,0
3766,1,1662,2,2,4,5,0,2,1,6,26,1986,8532500,0,1,0
3767,2,819,1,1,3,2,0,2,1,6,36,1974,10569040,1,0,0
3768,5,2348,4,2,6,2,0,4,3,4,30,1981,12021160,0,0,1
3769,2,604,1,1,2,2,1,2,3,6,27,1981,9000305,0,0,1
3770,7,1849,2,1,5,5,0,4,2,4,30,1977,12412950,0,1,0
3771,1,1617,2,2,4,5,1,1,3,5,46,1965,10281375,0,0,1
3772,5,1733,2,1,4,3,0,2,3,5,15,1993,14773100,1,0,0
3773,3,802,1,1,3,3,1,1,1,4,35,1977,7178990,0,0,1
3774,2,1081,1,1,3,3,0,1,2,2,36,1973,10970740,1,0,0
3775,2,1243,2,2,4,1,1,3,1,3,35,1976,8270125,0,1,0
3776,1,1430,2,2,4,4,0,2,2,5,37,1972,7514750,0,1,0
3777,5,1707,2,1,4,1,0,4,2,5,26,1985,9737060,0,0,1
3778,5,1317,1,1,3,2,0,2,3,4,10,2000,11665400,1,0,0
3779,1,1128,1,1,3,4,1,1,2,1,48,1963,5441000,0,0,1
3780,5,2458,4,2,6,1,0,4,3,4,21,1990,11375820,0,1,0
3781,3,1091,1,1,3,1,0,4,1,4,22,1987,7697920,0,0,1
3782,4,1795,2,1,4,4,1,4,3,5,40,1971,11809800,0,0,1
3783,5,2481,4,2,6,5,1,2,3,6,13,1995,14276060,0,1,0
3784,3,1095,1,1,3,5,1,3,3,4,18,1994,13888700,1,0,0
3785,7,1759,1,1,4,2,0,4,2,5,36,1976,11863220,0,1,0
3786,6,1774,1,1,4,1,1,4,3,6,41,1967,13785170,0,1,0
3787,5,2314,4,2,6,5,1,3,2,6,20,1990,14159480,0,0,1
3788,6,1695,1,1,4,3,1,3,1,5,35,1978,11994050,0,1,0
3789,3,1099,1,1,3,1,0,1,3,6,31,1978,13266650,1,0,0
3790,7,1547,1,1,4,5,1,3,3,6,37,1973,13597890,0,1,0
3791,2,927,1,1,3,2,0,4,2,2,6,2006,10431690,1,0,0
3792,6,1966,2,1,5,1,0,1,1,5,33,1976,11752460,0,1,0
3793,5,1541,2,1,4,5,0,2,3,5,17,1993,13945940,1,0,0
3794,4,1978,3,2,5,1,1,2,1,5,49,1955,10699280,0,0,1
3795,1,1208,1,1,3,2,1,1,3,4,24,1986,10895000,1,0,0
3796,1,659,1,1,2,5,0,1,3,4,20,1989,5882500,0,1,0
3797,7,1834,2,1,5,5,0,4,2,6,9,1998,13990830,0,1,0
3798,3,792,1,1,2,4,1,3,2,4,8,2002,8344040,0,0,1
3799,3,1262,2,1,4,5,0,3,2,6,27,1987,10773390,0,0,1
3800,3,767,1,1,2,3,1,3,3,4,34,1978,8320290,0,0,1
3801,1,1225,1,1,3,2,0,2,1,1,35,1975,4243125,0,0,1
3802,3,732,1,1,2,3,1,1,3,4,4,2007,7978600,0,1,0
3803,1,1647,2,2,4,3,1,3,3,6,22,1989,11117625,0,0,1
3804,5,1344,2,1,4,4,1,4,2,4,9,2001,8991380,0,1,0
3805,2,807,1,1,3,2,1,1,2,2,24,1987,7081160,0,0,1
3806,1,631,1,1,2,4,1,4,3,4,22,1989,8269500,1,0,0
3807,7,1775,1,1,4,4,1,1,2,4,22,1986,12397590,0,1,0
3808,2,753,1,1,2,5,1,4,1,1,29,1980,5716935,0,1,0
3809,5,1952,3,2,5,1,1,2,3,5,19,1993,11148980,0,1,0
3810,3,1021,1,1,3,3,1,4,3,4,16,1993,9320800,0,1,0
3811,3,1126,1,1,3,3,1,1,3,4,23,1984,9282050,0,1,0
3812,5,2397,4,2,6,1,1,3,3,5,14,1996,12753880,0,1,0
3813,3,1059,1,1,3,3,1,1,3,6,27,1980,14246650,1,0,0
3814,5,1625,2,1,4,3,1,4,3,4,30,1980,9902600,0,1,0
3815,1,1080,1,1,3,2,1,4,3,3,6,2005,10254500,1,0,0
3816,5,2254,4,2,6,1,1,4,2,4,8,2004,12428040,0,0,1
3817,4,1696,2,1,4,1,0,1,3,3,9,1995,13594630,1,0,0
3818,4,1943,3,2,5,5,0,1,3,4,40,1968,10774250,0,0,1
3819,5,1499,2,1,4,1,0,2,2,6,11,1999,13324620,1,0,0
3820,4,1782,2,1,4,5,1,2,3,1,26,1980,14471520,1,0,0
3821,6,1505,1,1,4,1,0,4,1,6,19,1991,17242780,1,0,0
3822,5,2050,3,2,5,2,1,2,3,4,13,1997,16814260,1,0,0
3823,6,1665,1,1,4,5,1,3,3,4,44,1969,12639580,0,1,0
3824,1,1391,2,2,4,1,1,3,2,2,26,1983,6642000,0,1,0
3825,6,1797,1,1,4,1,1,3,3,5,43,1970,13049510,0,1,0
3826,7,1514,1,1,4,3,0,4,1,5,28,1986,16835310,1,0,0
3827,2,786,1,1,2,2,1,4,3,6,10,1998,10371250,0,0,1
3828,4,1991,3,2,5,2,1,1,1,1,38,1973,13805110,1,0,0
3829,4,1814,3,2,5,3,0,4,3,1,7,2005,13975040,1,0,0
3830,1,504,1,1,2,2,0,2,3,1,28,1982,3454000,0,0,1
3831,2,1215,2,2,4,3,1,3,3,6,11,2000,16693265,1,0,0
3832,7,1934,2,1,5,3,0,3,3,6,26,1985,14154820,0,1,0
3833,5,1691,2,1,4,4,1,2,2,5,30,1981,14691200,1,0,0
3834,3,1294,2,1,4,2,1,2,2,6,14,1999,15704500,1,0,0
3835,5,2268,4,2,6,1,0,2,3,4,12,1997,11645200,0,0,1
3836,1,615,1,1,2,2,0,4,2,5,19,1993,7284250,1,0,0
3837,1,1640,2,2,4,3,1,4,3,4,17,1993,10169750,0,0,1
3838,3,832,1,1,3,4,0,1,3,6,10,2002,9252340,0,0,1
3839,6,1919,2,1,5,2,0,1,1,6,37,1970,12308240,0,1,0
3840,4,1788,2,1,4,2,0,1,3,3,17,1989,9689440,0,0,1
3841,7,1674,1,1,4,4,1,1,3,4,40,1967,13280420,0,0,1
3842,3,723,1,1,2,4,0,2,2,6,38,1969,7603010,0,0,1
3843,2,990,1,1,3,5,0,2,3,1,24,1983,10631860,1,0,0
3844,5,2219,3,2,5,3,0,2,3,5,21,1987,17449820,1,0,0
3845,2,1167,1,1,3,3,0,4,2,3,35,1973,7904525,0,1,0
3846,7,1566,1,1,4,3,0,2,1,5,28,1983,17187060,1,0,0
3847,3,1053,1,1,3,2,1,2,1,6,4,2010,10137210,0,0,1
3848,4,1781,2,1,4,3,0,4,3,2,55,1949,13206150,1,0,0
3849,5,2470,4,2,6,5,0,3,3,4,29,1979,12792980,0,0,1
3850,4,1612,2,1,4,4,0,1,3,2,14,1997,8690980,0,0,1
3851,5,1418,2,1,4,2,1,3,2,4,17,1993,8878740,0,1,0
3852,3,1032,1,1,3,3,1,4,3,5,31,1979,9629850,0,1,0
3853,1,1430,2,2,4,2,1,4,2,6,33,1978,12919750,1,0,0
3854,3,812,1,1,3,1,1,1,3,6,9,2002,12347950,1,0,0
3855,1,571,1,1,2,5,1,4,2,1,16,1995,4627500,0,1,0
3856,4,1709,2,1,4,2,1,4,2,2,26,1982,13822920,1,0,0
3857,3,1128,1,1,3,2,0,4,1,5,35,1977,12072650,1,0,0
3858,5,1731,2,1,4,5,0,4,3,5,7,2003,11270960,0,0,1
3859,4,1620,2,1,4,1,1,4,1,4,13,1997,13957610,1,0,0
3860,4,1581,2,1,4,2,1,4,1,3,10,2000,13356200,1,0,0
3861,6,1672,1,1,4,3,1,3,2,6,17,1997,14477850,0,0,1
3862,3,1266,2,1,4,1,1,1,2,4,29,1985,9077550,0,1,0
3863,3,1298,2,1,4,4,1,2,3,6,25,1989,11998010,0,0,1
3864,7,1952,2,1,5,2,1,1,2,6,45,1962,13942350,0,1,0
3865,5,2386,4,2,6,1,1,2,2,5,23,1988,12941380,0,0,1
3866,3,1058,1,1,3,2,1,3,2,4,22,1985,8598500,0,1,0
3867,2,987,1,1,3,5,1,1,2,4,15,1994,9200725,0,1,0
3868,1,1256,1,1,3,4,0,2,1,4,12,1999,9393000,1,0,0
3869,5,1824,3,2,5,3,0,3,2,5,7,2004,15122540,1,0,0
3870,4,1752,2,1,4,2,0,4,1,3,24,1987,8535580,0,0,1
3871,2,796,1,1,2,5,1,1,1,2,10,1999,9737150,1,0,0
3872,3,1031,1,1,3,5,0,1,2,6,40,1972,9241670,0,0,1
3873,3,1114,1,1,3,2,1,2,2,5,6,2006,9688300,0,1,0
3874,6,1567,1,1,4,5,0,2,1,5,43,1965,11630020,0,0,1
3875,2,1282,2,2,4,3,1,1,3,1,27,1980,9301605,0,0,1
3876,3,957,1,1,3,2,1,3,1,4,22,1991,8292190,0,0,1
3877,7,1510,1,1,4,1,0,4,2,4,33,1980,16300260,1,0,0
3878,1,1005,1,1,3,1,1,3,2,4,8,2001,7525375,0,0,1
3879,4,1824,3,2,5,4,0,4,1,1,31,1973,6911070,0,1,0
3880,3,837,1,1,3,4,1,3,1,4,18,1988,10563700,1,0,0
3881,2,1103,1,1,3,2,0,2,2,3,11,1999,7693965,0,1,0
3882,1,1386,2,2,4,2,0,2,2,5,5,2005,8418500,0,0,1
3883,4,1588,2,1,4,2,1,4,1,1,45,1961,11516250,1,0,0
3884,3,792,1,1,2,2,0,3,2,6,35,1979,10567050,1,0,0
3885,3,1241,2,1,4,1,1,2,1,5,35,1973,8939050,0,1,0
3886,5,1571,2,1,4,5,1,2,2,6,11,1998,11648840,0,0,1
3887,3,770,1,1,2,1,0,2,1,5,33,1977,8883750,1,0,0
3888,6,1707,1,1,4,3,0,3,1,4,42,1970,17363590,1,0,0
3889,7,1840,2,1,5,4,1,3,3,6,41,1972,14477820,0,1,0
3890,1,972,1,1,3,4,0,1,3,4,42,1967,6399750,0,0,1
3891,2,1000,1,1,3,3,0,1,1,5,18,1992,8348770,0,0,1
3892,7,1888,2,1,5,2,1,2,3,5,38,1969,13764960,0,1,0
3893,1,557,1,1,2,1,1,4,1,1,37,1973,3210125,0,0,1
3894,3,1180,1,1,3,1,0,2,3,4,27,1980,8889850,0,0,1
3895,3,1219,2,1,4,1,1,1,1,5,4,2004,9951030,0,0,1
3896,1,943,1,1,3,4,1,4,2,3,26,1983,8776500,1,0,0
3897,3,1133,1,1,3,2,1,2,3,4,16,1995,9468000,0,1,0
3898,2,1153,1,1,3,5,1,2,3,1,24,1988,8350260,0,1,0
3899,4,1618,2,1,4,5,1,4,3,6,30,1975,16354300,1,0,0
3900,1,1246,1,1,3,2,1,2,1,1,38,1974,7957500,1,0,0
3901,5,2389,4,2,6,2,0,2,2,6,27,1982,18402940,1,0,0
3902,5,2227,4,2,6,4,0,2,2,6,6,2002,11820720,0,1,0
3903,6,1853,2,1,5,3,1,2,3,5,30,1983,13761350,0,1,0
3904,3,926,1,1,3,1,0,1,3,6,27,1986,11939850,1,0,0
3905,7,1517,1,1,4,5,0,2,1,5,25,1986,11712660,0,0,1
3906,5,1721,2,1,4,5,0,4,2,4,22,1987,9225240,0,1,0
3907,1,1231,1,1,3,4,0,4,3,1,18,1993,5711000,0,1,0
3908,1,1090,1,1,3,5,1,4,1,1,49,1961,4876500,0,1,0
3909,4,1590,2,1,4,3,1,3,1,4,9,1998,13925230,1,0,0
3910,1,1353,2,2,4,3,1,1,2,3,34,1977,7507375,0,0,1
3911,6,1610,1,1,4,3,1,1,3,5,29,1978,13545830,0,0,1
3912,7,1883,2,1,5,4,1,3,2,5,29,1981,14866620,0,0,1
3913,3,1029,1,1,3,4,1,1,3,5,29,1979,13376150,1,0,0
3914,3,1285,2,1,4,5,1,4,3,6,29,1977,11819950,0,1,0
3915,2,1210,2,2,4,3,1,3,1,2,35,1975,12495925,1,0,0
3916,1,774,1,1,2,5,0,3,3,1,39,1971,4182250,0,1,0
3917,3,940,1,1,3,3,0,1,3,5,4,2008,9064800,0,0,1
3918,4,1893,3,2,5,2,1,3,2,2,31,1975,9995770,0,0,1
3919,3,857,1,1,3,5,0,1,3,4,30,1976,7377300,0,1,0
3920,7,1563,1,1,4,3,0,2,1,4,6,2002,11277710,0,0,1
3921,4,1634,2,1,4,3,0,4,2,4,16,1992,9643920,0,0,1
3922,5,1483,2,1,4,4,0,3,2,5,19,1989,8756780,0,1,0
3923,7,1902,2,1,5,1,1,4,3,4,13,1994,21789460,1,0,0
3924,7,1638,1,1,4,5,1,4,3,4,37,1977,13906030,0,0,1
3925,6,1877,2,1,5,1,1,4,3,5,26,1981,21810920,1,0,0
3926,3,751,1,1,2,3,1,1,1,6,17,1992,8484620,0,0,1
3927,5,1873,3,2,5,3,0,2,3,5,23,1985,15494260,1,0,0
3928,3,1021,1,1,3,5,1,4,1,4,25,1982,8387750,0,1,0
3929,1,1448,2,2,4,2,1,2,3,6,24,1987,13435000,1,0,0
3930,1,720,1,1,2,4,0,2,3,5,39,1971,6352250,0,0,1
3931,6,1514,1,1,4,2,0,4,3,5,28,1983,12279230,0,0,1
3932,5,2347,4,2,6,1,0,2,3,6,27,1983,12885880,0,0,1
3933,5,1816,3,2,5,1,1,2,2,6,26,1984,10764320,0,1,0
3934,4,1615,2,1,4,4,1,2,2,1,38,1970,8092310,0,0,1
3935,4,1941,3,2,5,3,0,4,3,4,25,1981,11014650,0,0,1
3936,5,2227,4,2,6,4,1,4,2,5,8,2001,12334760,0,1,0
3937,3,1119,1,1,3,1,1,1,1,6,29,1986,13267150,1,0,0
3938,3,885,1,1,3,3,0,1,2,6,35,1975,8414700,0,0,1
3939,1,1417,2,2,4,5,1,3,2,5,37,1973,12304750,1,0,0
3940,2,1278,2,2,4,1,1,2,1,5,37,1971,9448455,0,1,0
3941,3,1050,1,1,3,5,1,3,3,6,20,1991,11284700,0,0,1
3942,7,1706,1,1,4,4,1,3,2,4,42,1969,13094870,0,0,1
3943,1,774,1,1,2,2,0,3,3,2,41,1969,6353750,1,0,0
3944,6,1751,1,1,4,2,1,1,2,6,19,1994,13331980,0,1,0
3945,1,729,1,1,2,5,1,2,3,3,24,1986,6678875,0,0,1
3946,3,1142,1,1,3,1,1,4,2,6,28,1982,10065600,0,1,0
3947,4,1668,2,1,4,3,1,2,2,4,43,1964,9150510,0,1,0
3948,3,857,1,1,3,2,0,4,3,6,8,2005,12232800,1,0,0
3949,4,1774,2,1,4,2,0,1,3,3,19,1985,14103230,1,0,0
3950,3,897,1,1,3,3,1,1,3,4,22,1988,8957390,0,0,1
3951,7,1838,2,1,5,2,0,3,2,5,14,1995,20241530,1,0,0
3952,2,1000,1,1,3,2,1,1,3,1,15,1992,8080925,0,0,1
3953,1,1209,1,1,3,1,0,4,1,5,42,1969,6567375,0,0,1
3954,3,858,1,1,3,1,1,3,1,4,19,1989,10335050,1,0,0
3955,2,767,1,1,2,4,1,4,1,6,7,2003,9045605,0,1,0
3956,7,1624,1,1,4,2,1,4,2,5,43,1970,13234330,0,0,1
3957,1,579,1,1,2,4,0,4,3,3,36,1975,5032625,0,0,1
3958,2,881,1,1,3,2,1,4,1,6,14,1997,12724510,1,0,0
3959,3,722,1,1,2,2,1,1,2,4,27,1981,6888450,0,1,0
3960,4,1837,3,2,5,4,0,3,2,6,18,1991,11411760,0,0,1
3961,3,1296,2,1,4,2,0,4,2,5,34,1978,9965620,0,0,1
3962,1,1624,2,2,4,4,0,3,2,4,31,1980,7651250,0,1,0
3963,6,1630,1,1,4,3,1,1,3,4,41,1967,12938720,0,0,1
3964,3,1257,2,1,4,5,0,2,3,4,24,1986,9946290,0,0,1
3965,3,1163,1,1,3,5,0,4,1,4,35,1978,12123250,1,0,0
3966,4,1652,2,1,4,1,1,2,1,2,44,1964,12039380,1,0,0
3967,4,1566,2,1,4,3,0,1,3,1,30,1981,6776450,0,1,0
3968,4,1669,2,1,4,4,0,2,2,1,49,1958,7193030,0,0,1
3969,1,1009,1,1,3,4,1,2,3,1,49,1962,5272250,0,1,0
3970,2,750,1,1,2,3,0,1,2,3,31,1980,6252365,0,0,1
3971,5,2149,3,2,5,5,0,3,2,6,7,2001,11840340,0,1,0
3972,4,1818,3,2,5,3,1,2,3,1,23,1986,9890560,0,0,1
3973,5,1623,2,1,4,2,0,4,2,6,5,2005,14485900,1,0,0
3974,6,1602,1,1,4,4,1,1,3,5,36,1974,12359320,0,1,0
3975,3,1143,1,1,3,2,0,4,2,4,9,2004,12716150,1,0,0
3976,2,865,1,1,3,1,0,3,2,1,37,1974,4982055,0,1,0
3977,6,1880,2,1,5,4,0,2,2,5,20,1988,20562600,1,0,0
3978,3,721,1,1,2,5,0,4,3,6,26,1981,8732470,0,0,1
3979,7,1510,1,1,4,3,0,1,1,4,18,1994,10754410,0,0,1
3980,2,1025,1,1,3,4,1,4,2,4,27,1982,13168605,1,0,0
3981,1,762,1,1,2,4,1,3,3,6,49,1961,7675750,0,1,0
3982,7,1609,1,1,4,4,0,1,2,5,45,1968,17720900,1,0,0
3983,3,869,1,1,3,2,1,1,2,6,9,1999,12454750,1,0,0
3984,2,1109,1,1,3,3,1,1,3,2,27,1980,12735905,1,0,0
3985,2,928,1,1,3,1,0,4,3,2,9,1999,6997335,0,1,0
3986,4,1747,2,1,4,1,1,3,3,2,13,1998,9983410,0,0,1
3987,7,1526,1,1,4,2,0,1,3,6,9,2002,18546530,1,0,0
3988,7,1922,2,1,5,4,1,4,2,4,42,1966,13211540,0,1,0
3989,5,1366,2,1,4,5,0,4,3,6,28,1980,9808360,0,1,0
3990,1,731,1,1,2,3,0,1,2,1,31,1979,3102500,0,1,0
3991,7,1886,2,1,5,2,0,3,3,4,43,1964,12040960,0,1,0
3992,4,1754,2,1,4,3,1,2,3,6,42,1969,11963590,0,0,1
3993,2,1236,2,2,4,5,0,4,3,2,33,1975,13478895,1,0,0
3994,3,1291,2,1,4,2,1,3,3,5,31,1982,10499650,0,1,0
3995,6,1744,1,1,4,4,0,3,1,6,41,1966,11667270,0,1,0
3996,2,933,1,1,3,3,0,2,2,6,11,1996,9022165,0,1,0
3997,3,747,1,1,2,2,0,2,1,5,22,1987,6206700,0,1,0
3998,4,1574,2,1,4,2,1,2,2,3,44,1964,8287180,0,1,0
3999,3,1290,2,1,4,1,0,1,2,4,11,2002,13442250,1,0,0
4000,4,1574,2,1,4,2,0,4,1,6,54,1957,13113330,1,0,0
4001,1,932,1,1,3,3,1,3,2,6,36,1975,10095000,1,0,0
4002,1,1047,1,1,3,5,0,2,2,3,14,1997,8597500,1,0,0
4003,6,1957,2,1,5,2,0,1,2,4,18,1989,13371220,0,0,1
4004,1,1511,2,2,4,1,1,4,3,5,39,1970,9268750,0,1,0
4005,5,1761,2,1,4,1,1,4,2,4,28,1982,14397160,1,0,0
4006,5,2287,4,2,6,5,0,3,2,6,9,2003,12339780,0,1,0
4007,4,1749,2,1,4,4,0,2,2,5,18,1989,10236960,0,0,1
4008,1,1550,2,2,4,5,1,2,2,4,37,1974,8566750,0,1,0
4009,7,1766,1,1,4,1,0,3,2,4,24,1983,18658980,1,0,0
4010,6,1540,1,1,4,4,1,4,3,4,16,1991,13186470,0,0,1
4011,4,1874,3,2,5,3,0,4,1,5,35,1974,9292000,0,1,0
4012,1,1454,2,2,4,1,0,1,1,5,5,2006,7202750,0,1,0
4013,5,2461,4,2,6,2,0,4,2,4,6,2005,11338920,0,1,0
4014,4,1528,2,1,4,5,1,2,2,3,21,1983,13642920,1,0,0
4015,2,823,1,1,3,4,0,1,3,2,5,2005,7174375,0,0,1
4016,5,1389,2,1,4,1,0,2,3,6,23,1986,9630040,0,0,1
4017,2,765,1,1,2,4,0,1,3,5,11,1996,8203665,0,1,0
4018,2,1244,2,2,4,1,1,1,1,2,8,2004,8661320,0,0,1
4019,4,1566,2,1,4,4,1,1,3,6,25,1987,11548700,0,0,1
4020,6,1539,1,1,4,4,0,3,2,5,13,1997,11320960,0,1,0
4021,3,1283,2,1,4,2,1,4,2,6,35,1975,15503650,1,0,0
4022,3,1132,1,1,3,4,1,2,1,6,35,1977,13606450,1,0,0
4023,3,948,1,1,3,5,0,2,1,6,9,2005,8423350,0,1,0
4024,1,589,1,1,2,2,1,2,2,5,47,1964,6061625,0,0,1
4025,1,1025,1,1,3,3,0,4,1,3,16,1995,7688000,1,0,0
4026,3,885,1,1,3,1,1,2,1,5,25,1988,10958500,1,0,0
4027,1,758,1,1,2,2,0,2,3,5,30,1981,6237500,0,1,0
4028,2,663,1,1,2,5,1,3,1,1,16,1995,5426740,0,1,0
4029,4,1530,2,1,4,4,1,1,1,1,22,1988,6752540,0,1,0
4030,4,1948,3,2,5,5,0,4,2,4,39,1968,10765530,0,0,1
4031,2,940,1,1,3,2,1,4,1,5,13,1999,8871195,0,1,0
4032,7,1532,1,1,4,3,0,1,2,4,7,2004,10802190,0,1,0
4033,4,1894,3,2,5,1,1,4,1,2,47,1961,8917740,0,0,1
4034,5,1373,2,1,4,1,0,4,3,4,24,1985,8638540,0,0,1
4035,4,1528,2,1,4,1,0,4,3,3,30,1981,7922150,0,1,0
4036,4,1826,3,2,5,2,0,3,3,3,39,1965,9711430,0,0,1
4037,1,1132,1,1,3,3,0,1,1,4,38,1971,5330500,0,1,0
4038,7,1955,2,1,5,5,1,4,1,6,14,1999,14862430,0,1,0
4039,1,1036,1,1,3,3,1,2,3,6,17,1994,8901750,0,1,0
4040,7,1504,1,1,4,5,1,4,3,6,5,2006,20362800,1,0,0
4041,6,1826,2,1,5,5,1,3,2,6,16,1994,15779500,0,0,1
4042,1,1609,2,2,4,2,1,4,1,3,37,1972,11274750,1,0,0
4043,1,891,1,1,3,2,1,3,2,2,13,1996,7999750,1,0,0
4044,1,1665,2,2,4,1,0,2,3,2,11,1999,7729125,0,0,1
